order_id	product_id	customer_id	price	quantity	discount_amount	tax_amount	order_total	shipping_date	order_date	checkout_started_at	payment_method_entered_at	payment_attempted_at	payment_authorized_at	payment_captured_at	payment_stage	payment_status	payment_method	payment_attempts	requires_3ds_authentication	authentication_success	gateway_response	decline_reason	fraud_score	fraud_flag	transaction_fee	net_revenue	checkout_device	traffic_source	customer_segment	region	merchant_industry	currency
2713566697	197097	88555374	260.57	1	0	18.83	279.4	7/5/2024	7/4/2024	7/4/2024 17:40	7/4/2024 17:49	7/4/2024 17:47	7/4/2024 18:01	7/4/2024 18:00	payment_captured	Paid	Digital Wallet	2	0	1	approved	None	11.3	0	7.56	271.84	Mobile	Paid Search	SMB	Southwest	Professional Services	USD
4077200107	337032	60048777	127.21	1	25.44	6.69	108.46	1/26/2024	1/25/2024	1/25/2024 20:01	1/25/2024 20:06	1/25/2024 20:13	1/25/2024 20:26	1/25/2024 20:24	payment_captured	Paid	Card	1	0	1	approved	None	16.2	0	3.45	105.01	Mobile	Referral	Startup	Northeast	SaaS	USD
5068779665	224955	28980334	361.64	1	0	10.92	372.56	12/1/2024	12/1/2024	12/1/2024 0:51	12/1/2024 0:52	12/1/2024 1:11	12/1/2024 1:14	12/1/2024 1:08	payment_captured	Paid	Card	1	0	1	approved	None	28.8	0	11.1	361.46	Desktop	Direct	SMB	West	Wholesale	USD
4831948471	596794	16749774	243.69	4	0	17.71	992.47	2/17/2025	2/17/2025	2/17/2025 3:32	2/17/2025 3:36	2/17/2025 3:43	2/17/2025 3:35	2/17/2025 3:38	payment_captured	Paid	Digital Wallet	1	0	1	approved	None	3.9	0	26.1	966.37	Desktop	Paid Search	Mid-Market	International	Retail	USD
4433118745	122870	24413416	88.97	1	0	6.83	95.8	7/13/2024	7/10/2024	7/10/2024 4:08	7/10/2024 4:14	7/10/2024 4:28	7/10/2024 4:18	7/10/2024 4:36	payment_captured	Paid	Card	1	0	1	approved	None	10.6	0	3.08	92.72	Mobile	Email Campaign	SMB	Northeast	Professional Services	USD
4571218518	671127	91030489	153.46	1	0	11.18	164.64	2/5/2025	2/5/2025	2/5/2025 4:24	2/5/2025 4:32	2/5/2025 4:42	2/5/2025 4:34	2/5/2025 4:37	payment_captured	Paid	Card	1	1	1	approved	None	35.8	0	5.07	159.57	Mobile	Referral	Mid-Market	Southeast	Restaurants	CAD
3274333059	836810	71723018	80.85	1	0	4.05	84.9		10/13/2024	10/13/2024 0:54	10/13/2024 1:01				payment_method_entered	Abandoned	BNPL	3	0		session_timeout	Session timeout	48.6	0	0	0	Desktop	Direct	SMB	Northeast	Wholesale	USD
6309653565	197097	72738682	278.25	1	0	2.53	280.78		6/26/2024	6/26/2024 15:18	6/26/2024 15:27	6/26/2024 15:22	6/26/2024 15:30		payment_authorized	Abandoned	Card	1	0	1	session_timeout	Session timeout	33.5	0	0	0	Mobile	Direct	Startup	Northeast	SaaS	CAD
4538595145	605001	34927449	218.49	1	0	2.41	220.9	6/24/2024	6/21/2024	6/21/2024 6:25	6/21/2024 6:30	6/21/2024 6:39	6/21/2024 6:50	6/21/2024 6:34	payment_captured	Paid	Card	2	1	0	approved	None	11.8	0	6.71	214.19	Desktop	Partner Marketplace	Mid-Market	Southeast	Restaurants	USD
4804740321	855544	63135752	117.27	1	0	8.53	125.8	7/23/2024	7/22/2024	7/22/2024 3:41	7/22/2024 3:51	7/22/2024 3:58	7/22/2024 3:53	7/22/2024 3:54	payment_captured	Paid	Card	1	1	1	approved	None	6	0	3.95	121.85	Mobile	Paid Search	SMB	Southeast	Retail	USD
7217461480	605001	44796764	206.72	2	0	0.62	414.06	2/27/2025	2/23/2025	2/23/2025 19:21	2/23/2025 19:22	2/23/2025 19:41	2/23/2025 19:31	2/23/2025 19:47	payment_captured	Paid	ACH	1	0	1	approved	None	18.2	0	3.41	410.65	Desktop	Organic Search	Startup	Southeast	SaaS	USD
4717274659	197097	82445138	220.35	1	0	6.18	226.53	10/27/2024	10/25/2024	10/25/2024 16:36	10/25/2024 16:42	10/25/2024 16:50	10/25/2024 16:51	10/25/2024 16:54	payment_captured	Paid	Wire	2	0	1	approved	None	26.9	0	3.5	223.03	Tablet	Social	SMB	Midwest	Professional Services	USD
1560915627	197097	45597089	256.79	1	0	14.54	271.33		1/22/2025	1/22/2025 7:16	1/22/2025 7:22				payment_method_entered	Abandoned	Card	1	0		session_timeout	None	20.9	0	0	0	Desktop	Paid Search	Mid-Market	West	Travel	USD
7741149364	671127	71324324	109.04	1	0	4.85	113.89		10/13/2024	10/13/2024 12:16	10/13/2024 12:19				payment_method_entered	Abandoned	Digital Wallet	1	1		customer_abandoned	Session timeout	14.4	0	0	0	Mobile	Paid Search	Enterprise	West	SaaS	GBP
9077467432	585167	69013366	96.67	1	0	8.44	105.11	11/28/2024	11/27/2024	11/27/2024 1:21	11/27/2024 1:24	11/27/2024 1:27	11/27/2024 1:31	11/27/2024 1:29	payment_captured	Paid	ACH	1	0	1	approved	None	7.3	0	0.94	104.17	Tablet	Organic Search	Mid-Market	Midwest	Wholesale	USD
5065515033	605001	15432953	145.07	1	0	0.1	145.17		5/15/2024	5/15/2024 1:10	5/15/2024 1:20				payment_method_entered	Abandoned	Card	3	1		customer_abandoned	Customer abandoned checkout	8.1	0	0	0	Mobile	Email Campaign	Enterprise	Northeast	Restaurants	GBP
7019113908	605001	59650313	146.59	1	0	11.92	158.51	1/2/2024	1/1/2024	1/1/2024 10:39	1/1/2024 10:43	1/1/2024 10:56	1/1/2024 10:46	1/1/2024 10:56	payment_captured	Paid	ACH	2	0	1	approved	None	10.9	0	1.37	157.14	Desktop	Organic Search	SMB	Southwest	Professional Services	USD
9157307519	671127	63913775	152.97	1	0	2.37	155.34	7/19/2024	7/19/2024	7/19/2024 20:05	7/19/2024 20:15	7/19/2024 20:25	7/19/2024 20:26	7/19/2024 20:15	payment_captured	Paid	Bank Transfer	2	0	1	approved	None	5.7	0	1.96	153.38	Mobile	Partner Marketplace	SMB	Southwest	SaaS	CAD
4594098406	596794	90972769	163.18	1	8.16	3.46	158.48		5/15/2024	5/15/2024 15:50	5/15/2024 15:51	5/15/2024 15:52	5/15/2024 16:14		payment_authorized	Pending	Bank Transfer	2	0	1	bank_processing	None	18.1	0	0	0	Desktop	Email Campaign	SMB	International	Healthcare	USD
2222097425	824839	57228368	237.96	1	0	19.36	257.32	3/20/2024	3/20/2024	3/20/2024 13:08	3/20/2024 13:18	3/20/2024 13:20	3/20/2024 13:23	3/20/2024 13:28	payment_captured	Paid	Card	3	1	1	approved	None	17.2	0	7.76	249.56	Desktop	Paid Search	SMB	Midwest	Nonprofit	USD
4414718114	671127	23795299	138.96	1	0	4.08	143.04	1/7/2025	1/6/2025	1/6/2025 11:17	1/6/2025 11:26	1/6/2025 11:24	1/6/2025 11:29	1/6/2025 11:33	payment_captured	Paid	Card	1	0	1	approved	None	21.4	0	4.45	138.59	Mobile	Referral	SMB	Northeast	Professional Services	USD
9405589794	337032	61314483	171.8	1	0	1.15	172.95		1/14/2025	1/14/2025 2:16					checkout_started	Abandoned	ACH	1	0		customer_abandoned	Session timeout	10.2	0	0	0	Mobile	Paid Search	SMB	Southeast	Retail	USD
8498329845	824839	43597812	189.8	1	0	12.44	202.24		9/24/2024	9/24/2024 2:28					checkout_started	Abandoned	Card	2	0		session_timeout	Customer abandoned checkout	2.5	0	0	0	Desktop	Partner Marketplace	SMB	Midwest	SaaS	USD
2680461746	197097	72183040	207.97	1	41.59	6.53	172.91		6/16/2024	6/16/2024 20:37	6/16/2024 20:48				payment_method_entered	Abandoned	Card	1	0		customer_abandoned	Customer abandoned checkout	29.3	0	0	0	Desktop	Email Campaign	Mid-Market	Southeast	Professional Services	USD
5884471997	671127	18392785	140.92	1	0	3.23	144.15		1/8/2024	1/8/2024 4:46	1/8/2024 4:57	1/8/2024 4:51	1/8/2024 4:54		payment_authorized	Pending	ACH	1	0	1	manual_review	None	7.8	0	0	0	Mobile	Email Campaign	SMB	Northeast	Travel	USD
3293391223	824839	76201403	233.07	1	0	15.42	248.49		2/16/2025	2/16/2025 14:41	2/16/2025 14:44	2/16/2025 14:56			payment_attempted	Failed	BNPL	2	1	0	expired_card	Suspected fraud	40.8	0	0	0	Mobile	Referral	SMB	Southeast	SaaS	USD
6725900497	301407	71993396	273.97	1	0	9.4	283.37	3/12/2024	3/11/2024	3/11/2024 20:37	3/11/2024 20:45	3/11/2024 20:39	3/11/2024 20:41	3/11/2024 21:01	payment_captured	Paid	Bank Transfer	1	0	1	approved	None	6.8	0	3.5	279.87	Desktop	Referral	Mid-Market	West	SaaS	USD
1894953229	189674	46303706	414.5	1	0	19.18	433.68	3/14/2025	3/10/2025	3/10/2025 14:32	3/10/2025 14:35	3/10/2025 14:36	3/10/2025 14:39	3/10/2025 14:38	payment_captured	Paid	Bank Transfer	1	0	1	approved	None	28.7	0	5.3	428.38	Mobile	Organic Search	SMB	Southeast	Retail	USD
2066941248	824839	15482602	239.73	1	0	17.36	257.09		12/2/2024	12/2/2024 3:36	12/2/2024 3:41	12/2/2024 3:55			payment_attempted	Failed	Digital Wallet	3	0	0	card_declined	Bank rejected	24.2	0	0	0	Desktop	Organic Search	Mid-Market	Northeast	Retail	USD
4743833566	671127	52967409	152.24	3	0	36.13	492.85	11/21/2024	11/19/2024	11/19/2024 13:09	11/19/2024 13:19	11/19/2024 13:13	11/19/2024 13:30	11/19/2024 13:36	payment_captured	Paid	ACH	1	0	1	approved	None	4.6	0	4.04	488.81	Desktop	Organic Search	SMB	West	Education	USD
2526880292	122870	20869571	83.1	1	0	4.63	87.73	12/16/2024	12/15/2024	12/15/2024 7:11	12/15/2024 7:22	12/15/2024 7:25	12/15/2024 7:20	12/15/2024 7:41	payment_captured	Paid	Card	2	1	1	approved	None	26.5	0	2.84	84.89	Mobile	Partner Marketplace	Mid-Market	Southeast	Restaurants	USD
7704288033	836810	28487527	77.52	1	0	0.49	78.01	7/15/2024	7/13/2024	7/13/2024 17:11	7/13/2024 17:14	7/13/2024 17:18	7/13/2024 17:16	7/13/2024 17:34	payment_captured	Paid	Card	5	0	1	approved	None	18.8	0	2.56	75.45	Desktop	Referral	Startup	Northeast	Restaurants	USD
2183114983	337032	49697765	137.71	1	0	11.2	148.91	10/26/2024	10/26/2024	10/26/2024 22:16	10/26/2024 22:23	10/26/2024 22:36	10/26/2024 22:31	10/26/2024 22:46	payment_captured	Paid	BNPL	1	1	1	approved	None	43.8	0	7	141.91	Tablet	Organic Search	SMB	Northeast	Healthcare	USD
1143207830	431332	48443483	538.13	1	0	23.05	561.18	11/19/2024	11/18/2024	11/18/2024 18:50	11/18/2024 18:54	11/18/2024 19:06	11/18/2024 19:07	11/18/2024 18:57	payment_captured	Paid	Digital Wallet	1	0	1	approved	None	29.3	0	14.89	546.29	Desktop	Organic Search	SMB	International	Retail	USD
5858288326	224955	51531391	376.36	1	0	18.76	395.12	8/22/2024	8/19/2024	8/19/2024 22:01	8/19/2024 22:12	8/19/2024 22:11	8/19/2024 22:15	8/19/2024 22:10	payment_captured	Paid	Digital Wallet	2	0	1	approved	None	10.7	0	10.57	384.55	Tablet	Social	SMB	West	Professional Services	USD
4599961399	671127	60256901	130.95	1	0	2.7	133.65	8/18/2024	8/17/2024	8/17/2024 7:25	8/17/2024 7:33	8/17/2024 7:36	8/17/2024 7:33	8/17/2024 7:51	payment_captured	Paid	Digital Wallet	2	0	1	approved	None	8.9	0	3.77	129.88	Desktop	Referral	Mid-Market	Northeast	SaaS	USD
4267407474	301407	81002126	243.05	2	0	22.37	508.47	4/11/2025	4/9/2025	4/9/2025 13:25	4/9/2025 13:33	4/9/2025 13:34	4/9/2025 13:36	4/9/2025 13:55	payment_captured	Paid	ACH	1	0	1	approved	None	16.3	0	4.17	504.3	Mobile	Paid Search	Startup	West	Restaurants	USD
1894361636	824839	31310702	259	1	0	1.42	260.42	2/1/2024	2/1/2024	2/1/2024 1:32	2/1/2024 1:39	2/1/2024 1:39	2/1/2024 1:37	2/1/2024 1:52	payment_captured	Paid	ACH	2	0	0	approved	None	34.7	0	2.18	258.24	Desktop	Organic Search	Mid-Market	West	Retail	USD
6658944965	189674	27530866	375.16	1	0	32.62	407.78		9/22/2024	9/22/2024 5:44	9/22/2024 5:54	9/22/2024 5:58			payment_attempted	Failed	BNPL	2	1	1	suspected_fraud	3DS authentication failed	33.8	0	0	0	Mobile	Organic Search	SMB	West	Restaurants	USD
5424048392	585167	90303535	98.88	1	0	7.22	106.1	3/3/2024	3/2/2024	3/2/2024 10:54	3/2/2024 11:04	3/2/2024 10:59	3/2/2024 11:13	3/2/2024 11:02	payment_captured	Paid	Card	1	0	1	approved	None	4.1	0	3.38	102.72	Desktop	Partner Marketplace	SMB	West	Retail	USD
5923555909	605001	58025982	176.07	1	0	14.72	190.79	1/5/2024	1/4/2024	1/4/2024 21:44	1/4/2024 21:52	1/4/2024 21:55	1/4/2024 21:52	1/4/2024 22:08	payment_captured	Paid	Card	1	0	1	approved	None	12	0	5.83	184.96	Mobile	Organic Search	Enterprise	Northeast	Education	USD
7334454902	224955	61027335	293.27	1	0	4.62	297.89		11/6/2024	11/6/2024 22:29	11/6/2024 22:37	11/6/2024 22:39			payment_attempted	Failed	BNPL	2	0	1	suspected_fraud	Insufficient funds	37.7	0	0	0	Mobile	Referral	Mid-Market	Southeast	Professional Services	CAD
9002772505	301407	91976220	281.05	1	0	15.7	296.75		3/1/2024	3/1/2024 11:21	3/1/2024 11:33	3/1/2024 11:33	3/1/2024 11:27		payment_authorized	Abandoned	Card	1	1	1	customer_abandoned	None	15.3	0	0	0	Mobile	Partner Marketplace	Enterprise	Southwest	Restaurants	USD
7561837983	671127	88744583	145.92	1	0	10.7	156.62	1/24/2024	1/24/2024	1/24/2024 0:10	1/24/2024 0:14	1/24/2024 0:12	1/24/2024 0:27	1/24/2024 0:39	payment_captured	Paid	ACH	1	0	1	approved	None	19	0	1.35	155.27	Desktop	Direct	SMB	Southwest	Retail	USD
9418679126	301407	36730143	200.91	1	0	13.59	214.5	3/27/2024	3/24/2024	3/24/2024 19:31	3/24/2024 19:41	3/24/2024 19:49	3/24/2024 19:46	3/24/2024 19:56	payment_captured	Paid	Card	1	0	1	approved	None	10.5	0	6.52	207.98	Desktop	Organic Search	SMB	Southeast	Healthcare	USD
8953887465	836810	34587232	65.49	1	0	0.54	66.03	11/26/2024	11/24/2024	11/24/2024 2:06	11/24/2024 2:17	11/24/2024 2:20	11/24/2024 2:31	11/24/2024 2:27	payment_captured	Paid	Wire	1	0	1	approved	None	21.1	0	1.09	64.94	Desktop	Organic Search	Mid-Market	Southeast	SaaS	USD
5139560811	301407	14277536	195.72	2	0	15.09	406.53		2/17/2024	2/17/2024 15:32	2/17/2024 15:40	2/17/2024 15:52			payment_attempted	Failed	Card	2	1	1	suspected_fraud	Processor timeout	33.9	0	0	0	Desktop	Email Campaign	Enterprise	Northeast	SaaS	CAD
2367108150	197097	63247144	237.01	1	0	2.18	239.19		7/13/2024	7/13/2024 21:28	7/13/2024 21:31	7/13/2024 21:42			payment_attempted	Failed	ACH	1	1	1	expired_card	Card declined	22	0	0	0	Desktop	Partner Marketplace	Mid-Market	International	Retail	USD
1235624938	605001	28484071	182.7	1	0	13.04	195.74		4/9/2025	4/9/2025 16:54	4/9/2025 16:59	4/9/2025 16:57	4/9/2025 17:13		payment_authorized	Pending	Digital Wallet	1	0	1	manual_review	Suspected fraud	23.8	1	0	0	Desktop	Direct	Mid-Market	Southeast	Travel	USD
9704709813	855544	30824878	85.65	1	0	1.43	87.08	3/29/2024	3/27/2024	3/27/2024 7:15	3/27/2024 7:22	3/27/2024 7:23	3/27/2024 7:22	3/27/2024 7:27	payment_captured	Paid	Card	1	1	1	approved	None	1.2	0	2.83	84.25	Desktop	Partner Marketplace	Enterprise	West	Travel	USD
6807026806	671127	13133910	144.14	2	0	2.68	290.96		9/9/2024	9/9/2024 10:19	9/9/2024 10:31	9/9/2024 10:21			payment_attempted	Failed	Card	2	0	1	bank_rejected	Processor timeout	12.6	0	0	0	Desktop	Paid Search	Enterprise	Southeast	SaaS	USD
5401698492	224955	14255962	415.46	1	0	2.64	418.1		1/18/2024	1/18/2024 7:57	1/18/2024 7:58	1/18/2024 8:14	1/18/2024 8:06		payment_authorized	Abandoned	Bank Transfer	2	0	1	customer_abandoned	None	8.3	0	0	0	Mobile	Direct	SMB	International	Professional Services	USD
9633588981	189674	51990757	426.39	1	0	9.88	436.27	12/31/2024	12/30/2024	12/30/2024 6:09	12/30/2024 6:18	12/30/2024 6:14	12/30/2024 6:20	12/30/2024 6:35	payment_captured	Paid	Card	1	0	0	approved	None	40.3	0	12.95	423.32	Desktop	Referral	Mid-Market	Southeast	Wholesale	USD
8495118246	596794	99494611	187.64	1	0	11.8	199.44		10/8/2024	10/8/2024 16:15	10/8/2024 16:19	10/8/2024 16:31			payment_attempted	Failed	Card	2	0	1	processor_error	3DS authentication failed	29.1	0	0	0	Tablet	Organic Search	Mid-Market	West	Education	USD
6899042187	301407	67573423	256.57	1	0	12.34	268.91	9/8/2024	9/7/2024	9/7/2024 8:20	9/7/2024 8:24	9/7/2024 8:29	9/7/2024 8:31	9/7/2024 8:50	payment_captured	Paid	Digital Wallet	1	0	1	approved	None	21.2	0	7.29	261.62	Desktop	Partner Marketplace	Mid-Market	Southwest	SaaS	USD
8926298198	836810	17567617	83.88	1	0	3.66	87.54		8/10/2024	8/10/2024 7:11	8/10/2024 7:13	8/10/2024 7:31			payment_attempted	Pending	Digital Wallet	1	0	1	pending_review	None	13.1	0	0	0	Mobile	Organic Search	Startup	Southeast	Travel	USD
8471902524	197097	57646967	205.28	1	0	5.18	210.46		2/16/2025	2/16/2025 21:23					checkout_started	Abandoned	Card	2	1		customer_abandoned	None	9.7	0	0	0	Mobile	Direct	SMB	Northeast	Travel	USD
7646768729	855544	21591343	113.93	1	0	3.17	117.1	3/30/2024	3/29/2024	3/29/2024 11:17	3/29/2024 11:20	3/29/2024 11:24	3/29/2024 11:20	3/29/2024 11:41	payment_captured	Paid	Bank Transfer	1	0	1	approved	None	9.1	0	1.51	115.59	Mobile	Email Campaign	SMB	Southwest	SaaS	USD
2707000933	671127	95149432	158.03	1	0	12.17	170.2	11/7/2024	11/6/2024	11/6/2024 18:04	11/6/2024 18:06	11/6/2024 18:23	11/6/2024 18:29	11/6/2024 18:11	payment_captured	Paid	ACH	1	1	1	approved	None	5.9	0	1.46	168.74	Mobile	Paid Search	SMB	Northeast	SaaS	USD
9423146864	671127	62404946	126.32	2	25.26	13.23	240.61	5/1/2025	4/29/2025	4/29/2025 1:18	4/29/2025 1:30	4/29/2025 1:31	4/29/2025 1:38	4/29/2025 1:30	payment_captured	Paid	Card	1	0	1	approved	None	16.4	0	7.28	233.33	Mobile	Referral	SMB	Southwest	Retail	USD
7724166083	197097	14830812	202.91	1	0	5.76	208.67	7/20/2024	7/20/2024	7/20/2024 2:08	7/20/2024 2:13	7/20/2024 2:25	7/20/2024 2:27	7/20/2024 2:38	payment_captured	Paid	Card	1	0	1	approved	None	2.8	0	6.35	202.32	Desktop	Organic Search	SMB	Northeast	Restaurants	USD
2515879207	122870	28493504	68.15	1	0	1.19	69.34	10/28/2024	10/27/2024	10/27/2024 18:23	10/27/2024 18:35	10/27/2024 18:42	10/27/2024 18:35	10/27/2024 18:41	payment_captured	Paid	Wire	1	1	1	approved	None	25.3	0	1.14	68.2	Desktop	Email Campaign	SMB	Southeast	Wholesale	USD
1546129586	189674	34417165	328.85	2	32.89	21.63	646.44	9/17/2024	9/17/2024	9/17/2024 23:59	9/18/2024 0:01	9/18/2024 0:12	9/18/2024 0:23	9/18/2024 0:16	payment_captured	Paid	Card	1	1	1	approved	None	33.4	0	19.05	627.39	Mobile	Email Campaign	SMB	Southeast	Wholesale	USD
4705084778	197097	63010849	203.16	1	0	2.41	205.57		8/23/2024	8/23/2024 12:10	8/23/2024 12:12	8/23/2024 12:14	8/23/2024 12:32		payment_authorized	Abandoned	ACH	3	1	1	customer_abandoned	None	11.6	0	0	0	Desktop	Referral	Enterprise	Southeast	Education	USD
7277921630	824839	42722515	193.74	1	0	15.99	209.73		3/15/2024	3/15/2024 10:33	3/15/2024 10:39	3/15/2024 10:52			payment_attempted	Failed	Card	5	0	1	processor_error	3DS authentication failed	9.4	0	0	0	Desktop	Paid Search	Mid-Market	Northeast	Retail	USD
2480801862	197097	62951618	281.4	1	0	17.94	299.34		1/8/2024	1/8/2024 21:05	1/8/2024 21:12				payment_method_entered	Abandoned	BNPL	1	1		session_timeout	Customer abandoned checkout	35.3	0	0	0	Tablet	Paid Search	SMB	West	Wholesale	USD
6871424068	824839	67928158	260.11	1	0	15.24	275.35	12/30/2024	12/29/2024	12/29/2024 10:07	12/29/2024 10:11	12/29/2024 10:27	12/29/2024 10:30	12/29/2024 10:31	payment_captured	Paid	Card	1	0	1	approved	None	17.8	0	8.29	267.06	Desktop	Direct	SMB	Northeast	Restaurants	USD
4504765028	431332	34091950	496.04	1	99.21	28.68	425.51		6/6/2024	6/6/2024 8:41	6/6/2024 8:49				payment_method_entered	Abandoned	ACH	2	0		customer_abandoned	Customer abandoned checkout	6.8	0	0	0	Desktop	Email Campaign	SMB	West	Restaurants	USD
